頭文字,製品名,登録番号,列1,用途,有効成分-1,RACｺｰﾄﾞ-1,有効成分-2,RACｺｰﾄﾞ-2,有効成分-3,RACｺｰﾄﾞ-3,有効成分-4,RACｺｰﾄﾞ-4,有効成分-5,RACｺｰﾄﾞ-5
フ,ﾌｼﾞﾜﾝﾀﾞﾝﾄﾂ粒剤,23732,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｲｿﾌﾟﾛﾁｵﾗﾝ,6,,,,,,
ホ,ﾎｸｺｰﾌｧｰｽﾄｵﾘｾﾞﾌﾟﾘﾝｽｽﾋﾟﾉ粒剤6,23736,,殺虫殺菌剤,ｽﾋﾟﾉｻﾄﾞ,5,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
フ,ﾌｧｰｽﾄｵﾘｾﾞﾌﾟﾘﾝｽｽﾋﾟﾉ粒剤6,23737,,殺虫殺菌剤,ｽﾋﾟﾉｻﾄﾞ,5,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
ホ,ﾎｸｺｰﾌｧｰｽﾄｵﾘｾﾞﾌﾟﾘﾝｽｽﾋﾟﾉ粒剤10,23738,,殺虫殺菌剤,ｽﾋﾟﾉｻﾄﾞ,5,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
ア,ｱﾌﾟﾗｲﾊﾟﾃﾞｨｰﾄ粒剤,23751,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾁｱｼﾞﾆﾙ,P3,,,,,,
ヒ,ﾋﾞｰﾑﾊﾟﾃﾞｨｰﾄ箱粒剤,23754,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,,,
ホ,ﾎﾞｸｼｰWR粒剤,23755,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｽﾋﾟﾈﾄﾗﾑ,5,ｲｿﾁｱﾆﾙ,P3,ﾌﾗﾒﾄﾋﾟﾙ,7,,
漢字,楽一28N,23762,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,登熟一番28N,23763,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
タ,ﾀﾞﾌﾞﾙｼｮｯﾄA28N,23764,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
コ,ｺｰﾌﾟｼｮｰﾄ一発ﾊｲﾁｯｿ,23765,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
ク,ｸﾚﾝﾄ,23770,,植物成長調整剤,炭酸ｶﾙｼｳﾑ,「-（植）」,,,,,,,,
ハ,ﾊﾟﾙｶｯﾄ,23800,,植物成長調整剤,ﾄﾘｵﾚｲﾝ酸ｿﾙﾋﾞﾀﾝ,「-（植）」,,,,,,,,
ア,ｱﾄﾞﾆｽ箱粒剤,23821,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,,,
ハ,ﾊｲﾊﾟｰｷｯｸ箱粒剤,23833,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,,,,,
コ,ｺﾞｳｹﾂﾊﾞｽﾀｰ箱粒剤,23834,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,,,,,
サ,ｻﾝﾌｪｽﾀ箱粒剤,23840,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,,,
ラ,ﾗﾝﾄﾞﾜｰｶｰ水和剤,23842,,植物成長調整剤,ﾌﾙﾙﾌﾟﾘﾐﾄﾞｰﾙ,「-（植）」,,,,,,,,
フ,ﾌｧｰｽﾄｵﾘｾﾞﾊﾟﾃﾞｨｰﾄ粒剤,23846,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
D,Dr.ｵﾘｾﾞﾊﾟﾃﾞｨｰﾄ粒剤,23847,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ホ,ﾎｸｺｰﾋﾞﾙﾀﾞｰﾌｪﾙﾃﾗﾁｪｽGT粒剤,23848,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾋﾟﾒﾄﾛｼﾞﾝ,9B,ﾁﾌﾙｻﾞﾐﾄﾞ,7,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,
ヒ,ﾋﾞﾙﾀﾞｰﾌｪﾙﾃﾗﾁｪｽGT粒剤,23849,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾋﾟﾒﾄﾛｼﾞﾝ,9B,ﾁﾌﾙｻﾞﾐﾄﾞ,7,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,
ト,ﾄﾘﾌﾟﾙｷｯｸ箱粒剤,23886,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｼﾒｺﾅｿﾞｰﾙ,3,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,,,
漢字,箱大臣粒剤,23890,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｲｿﾁｱﾆﾙ,P3,ﾌﾗﾒﾄﾋﾟﾙ,7,,,,
ト,ﾄﾗｲKﾌﾛｱﾌﾞﾙ,23906,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾃﾌﾞﾌﾛｷﾝ,U16,,,,,,
ト,ﾄﾗｲﾄﾗﾑﾌﾛｱﾌﾞﾙ,23907,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾃﾌﾞﾌﾛｷﾝ,U16,,,,,,
オ,ｵﾘｻﾞｴｰﾄｽﾀｰ箱粒剤,23950,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ヘ,ﾍﾞﾆｶﾜｲﾄﾞｹｱｽﾌﾟﾚｰ,23969,,農薬肥料,ﾌｪﾝﾌﾟﾛﾊﾟﾄﾘﾝ,3A,ﾐｸﾛﾌﾞﾀﾆﾙ,3,,,,,,
フ,ﾌﾞｲｹﾞｯﾄﾊﾞｲｿﾝ粒剤,23990,,殺虫殺菌剤,ﾁｱｸﾛﾌﾟﾘﾄﾞ,4A,ﾁｱｼﾞﾆﾙ,P3,,,,,,
漢字,協友ﾃﾞｼﾞﾀﾙｺﾗﾄｯﾌﾟｱｸﾀﾗ箱粒剤,24003,,殺虫殺菌剤,ﾁｱﾒﾄｷｻﾑ,4A,ﾋﾟﾛｷﾛﾝ,16.1,,,,,,
漢字,協友ﾃﾞｼﾞﾀﾙﾒｶﾞﾌﾚｱ箱粒剤,24004,,殺虫殺菌剤,ﾁｱﾒﾄｷｻﾑ,4A,ﾋﾟﾛｷﾛﾝ,16.1,,,,,,
タ,ﾀﾞﾝﾄﾂﾘﾝﾊﾞｰ顆粒水和剤,24015,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾌﾗﾒﾄﾋﾟﾙ,7,,,,,,
フ,ﾌｧｰﾓｱiQ,24022,,植物成長調整剤,ﾊﾟｸﾛﾌﾞﾄﾗｿﾞｰﾙ,「-（植）」,,,,,,,,
ハ,ﾊｺﾅｲﾄ粒剤,24027,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾌｨﾌﾟﾛﾆﾙ,2B,ｲｿﾁｱﾆﾙ,P3,,,,
ル,ﾙｰﾁﾝﾌﾞﾗｲﾄ箱粒剤,24029,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,,,
ツ,ﾂｲﾝｷｯｸ箱粒剤,24032,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,,,,,
サ,ｻﾆﾃﾞｲ,24048,,植物成長調整剤,MCPBｴﾁﾙ,4,,,,,,,,
漢字,楽一28W,24050,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,登熟一番28W,24051,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
タ,ﾀﾞﾌﾞﾙｼｮｯﾄA28W,24052,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
ヘ,ﾍﾞﾆｶXﾈｸｽﾄｽﾌﾟﾚｰ,24117,,殺虫殺菌剤,還元澱粉糖化物,「-」,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾋﾟﾘﾀﾞﾘﾙ,UN,ﾍﾟﾙﾒﾄﾘﾝ,3A,ﾏﾝﾃﾞｽﾄﾛﾋﾞﾝ,11
ヘ,ﾍﾞﾆｶVﾌﾚｯｼｭｽﾌﾟﾚｰ,24118,,殺虫殺菌剤,還元澱粉糖化物,「-」,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾏﾝﾃﾞｽﾄﾛﾋﾞﾝ,11,,,,
サ,ｻﾝｽﾊﾟｲｸ箱粒剤,24124,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,,,
サ,ｻﾝｴｰｽ箱粒剤,24125,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ｼﾒｺﾅｿﾞｰﾙ,3,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,
ホ,ﾎｸｺｰﾋﾞﾙﾀﾞｰﾌｪﾙﾃﾗｾﾞｸｻﾛﾝ粒剤,24127,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
ス,ｽｸﾗﾑ箱粒剤,24128,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ｲｿﾁｱﾆﾙ,P3,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,
漢字,防人箱粒剤,24129,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ｲｿﾁｱﾆﾙ,P3,,,,
漢字,箱維新粒剤,24130,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ｲｿﾁｱﾆﾙ,P3,ﾌﾗﾒﾄﾋﾟﾙ,7,,
漢字,箱将軍粒剤,24131,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ｲｿﾁｱﾆﾙ,P3,ﾌﾗﾒﾄﾋﾟﾙ,7,,
フ,ﾌﾙｽﾛｯﾄﾙ箱粒剤,24132,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ｲｿﾁｱﾆﾙ,P3,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,
ア,ｱﾝｺｰﾙ箱粒剤,24134,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
フ,ﾌﾞｲｹﾞｯﾄﾌｪﾙﾃﾗｾﾞｸｻﾛﾝL粒剤,24135,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ﾁｱｼﾞﾆﾙ,P3,,,,
ヒ,ﾋﾞｰﾑｴｲﾄEXｿﾞﾙ,24150,,殺虫殺菌剤,ｽﾙﾎｷｻﾌﾛﾙ,4C,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,,,
ヒ,ﾋﾞｰﾑｴｲﾄｴｸｼｰﾄﾞｿﾞﾙ,24151,,殺虫殺菌剤,ｽﾙﾎｷｻﾌﾛﾙ,4C,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,,,
タ,ﾀﾞﾌﾞﾙｶｯﾄｴｸｼｰﾄﾞﾌﾛｱﾌﾞﾙ,24152,,殺虫殺菌剤,ｽﾙﾎｷｻﾌﾛﾙ,4C,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
タ,ﾀﾞﾌﾞﾙｶｯﾄｴｸｼｰﾄﾞ粉剤3DL,24153,,殺虫殺菌剤,ｽﾙﾎｷｻﾌﾛﾙ,4C,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
ル,ﾙｰﾁﾝｺｱ箱粒剤,24158,,殺虫殺菌剤,ﾁｱｸﾛﾌﾟﾘﾄﾞ,4A,ｲｿﾁｱﾆﾙ,P3,,,,,,
メ,ﾒﾘｰﾈｺ3号,24176,,殺そ剤,ｸﾏﾘﾝ系,「-」,,,,,,,,
フ,ﾌﾞｲｹﾞｯﾄﾊｺﾚﾝｼﾞｬｰL粒剤,24233,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ﾁｱｼﾞﾆﾙ,P3,ﾁﾌﾙｻﾞﾐﾄﾞ,7,,
D,Dr.ｵﾘｾﾞﾘﾃﾞｨｱ箱粒剤,24239,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
漢字,住友ｼﾞﾍﾞﾚﾘﾝ粉末,24247,,植物成長調整剤,ｼﾞﾍﾞﾚﾘﾝ,「-（植）」,,,,,,,,
漢字,住友ｼﾞﾍﾞﾚﾘﾝﾍﾟｰｽﾄ,24248,,植物成長調整剤,ｼﾞﾍﾞﾚﾘﾝ,「-（植）」,,,,,,,,
漢字,住友ｼﾞﾍﾞﾚﾘﾝ錠剤,24249,,植物成長調整剤,ｼﾞﾍﾞﾚﾘﾝ,「-（植）」,,,,,,,,
漢字,住友ｼﾞﾍﾞﾚﾘﾝ液剤,24260,,植物成長調整剤,ｼﾞﾍﾞﾚﾘﾝ,「-（植）」,,,,,,,,
ヘ,ﾍﾞﾆｶXｶﾞｰﾄﾞ粒剤,24274,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,BT(生菌),11A,,,,,,
ホ,ﾎｸｺｰﾌｧｰｽﾄｵﾘｾﾞﾘﾃﾞｨｱ粒剤,24300,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
フ,ﾌｧｰｽﾄｵﾘｾﾞﾘﾃﾞｨｱ粒剤,24301,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ア,ｱｰｽｶﾞｰﾃﾞﾝ4,24316,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾐﾙﾍﾞﾒｸﾁﾝ,6,ﾍﾟﾝﾁｵﾋﾟﾗﾄﾞ,7,,
ヨ,ﾖｰﾊﾞﾙﾄｯﾌﾟ箱粒剤,24319,,殺虫殺菌剤,ﾃﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,,,,,,
エ,ｴﾁﾚﾝﾊﾞｽﾀｰ,24333,,植物成長調整剤,1-ﾒﾁﾙｼｸﾛﾌﾟﾛﾍﾟﾝ,「-（植）」,,,,,,,,
エ,ｴﾁﾙﾌﾞﾛｯｸ ﾀﾌﾞ,24334,,植物成長調整剤,1-ﾒﾁﾙｼｸﾛﾌﾟﾛﾍﾟﾝ,「-（植）」,,,,,,,,
フ,ﾌﾞﾚｰﾄﾞｽﾀｰｸﾙｿﾞﾙ,24346,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌｪﾘﾑｿﾞﾝ,U14,ﾌｻﾗｲﾄﾞ,16.1,,,,
フ,ﾌﾞﾚｰﾄﾞｽﾀｰｸﾙ粉剤DL,24347,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌｪﾘﾑｿﾞﾝ,U14,ﾌｻﾗｲﾄﾞ,16.1,,,,
ヒ,ﾋﾞｰﾑﾘﾃﾞｨｱｽﾋﾟﾉ箱粒剤,24348,,殺虫殺菌剤,ｽﾋﾟﾉｻﾄﾞ,5,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
ク,ｸﾐｱｲﾋﾞｰﾑﾘﾃﾞｨｱｽﾋﾟﾉ箱粒剤,24349,,殺虫殺菌剤,ｽﾋﾟﾉｻﾄﾞ,5,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
ハ,ﾊｺｶﾞｰﾄﾞ粒剤,24356,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ﾁｱｼﾞﾆﾙ,P3,ﾁﾌﾙｻﾞﾐﾄﾞ,7,,
ホ,ﾎｸｺｰDr.ｵﾘｾﾞﾘﾃﾞｨｱ箱粒剤,24367,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
フ,ﾌﾞｰﾝｾﾞｸﾃﾗ箱粒剤,24370,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾄﾘﾌﾙﾒｿﾞﾋﾟﾘﾑ,4E,ｼﾞｸﾛﾍﾞﾝﾁｱｿﾞｸｽ,P8,,,,
フ,ﾌﾞｰﾝﾊﾟﾃﾞｨｰﾄ箱粒剤,24371,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｼﾞｸﾛﾍﾞﾝﾁｱｿﾞｸｽ,P8,,,,,,
フ,ﾌﾞｰﾝﾚﾊﾟｰﾄﾞ箱粒剤,24372,,殺虫殺菌剤,ﾃﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｼﾞｸﾛﾍﾞﾝﾁｱｿﾞｸｽ,P8,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,,,
シ,ｼﾞﾍﾞﾚﾘﾝ明治液剤,24401,,植物成長調整剤,ｼﾞﾍﾞﾚﾘﾝ,「-（植）」,,,,,,,,
漢字,日産ｵﾘｾﾞﾒｰﾄﾘﾃﾞｨｱ箱粒剤,24402,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
オ,ｵﾘｾﾞﾒｰﾄﾘﾃﾞｨｱ箱粒剤,24403,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ス,ｽﾏｰﾄﾌﾚｯｼｭ ﾌﾟﾛﾀﾌﾞY,24406,,植物成長調整剤,1-ﾒﾁﾙｼｸﾛﾌﾟﾛﾍﾟﾝ,「-（植）」,,,,,,,,
マ,ﾏｸﾞｧﾝﾌﾟK 殺虫剤入り,24413,,農薬肥料,ｼﾞﾉﾃﾌﾗﾝ,4A,,,,,,,,
シ,ｼﾊﾞﾚﾝｼﾞｬｰⅢ粒剤,24426,,農薬肥料,ﾒｺﾌﾟﾛｯﾌﾟPｶﾘｳﾑ塩,4,DBN,29,,,,,,
シ,ｼﾊﾞｷｰﾌﾟﾌﾟﾗｽⅤ,24427,,農薬肥料,ﾒｺﾌﾟﾛｯﾌﾟPｶﾘｳﾑ塩,4,DBN,29,,,,,,
ラ,ﾗｯﾄｼｰﾄﾞF,24431,,殺そ剤,ｸﾏﾘﾝ系,「-」,,,,,,,,
オ,ｵｸｿｽDS,24440,,植物成長調整剤,過酸化ｶﾙｼｳﾑ,「-（植）」,,,,,,,,
ス,ｽﾄﾏｲ液剤20,24455,,殺菌植調剤,ｽﾄﾚﾌﾟﾄﾏｲｼﾝ硫酸塩,25,,,,,,,,
ミ,ﾐﾈｸﾄﾌﾞﾗｽﾀｰ顆粒水和剤,24473,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,,,,,,
ヨ,ﾖｰﾊﾞﾙﾊﾟﾜｰEV箱粒剤,24474,,殺虫殺菌剤,ﾃﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾋﾟﾒﾄﾛｼﾞﾝ,9B,ｲｿﾁｱﾆﾙ,P3,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,
ヨ,ﾖｰﾊﾞﾙﾌﾟﾗｲﾑEV箱粒剤,24475,,殺虫殺菌剤,ﾃﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,,,
ヨ,ﾖｰﾊﾞﾙUG箱粒剤,24476,,殺虫殺菌剤,ﾃﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾋﾟﾒﾄﾛｼﾞﾝ,9B,ｲｿﾁｱﾆﾙ,P3,,,,
ヒ,ﾋﾞﾙﾀﾞｰﾘﾃﾞｨｱ箱粒剤,24483,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ホ,ﾎｸｺｰﾋﾞﾙﾀﾞｰﾘﾃﾞｨｱ箱粒剤,24484,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
C,Cs.ｵﾘｾﾞﾘﾃﾞｨｱEV箱粒剤,24485,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,,,
ホ,ﾎｸｺｰCs.ｵﾘｾﾞﾘﾃﾞｨｱEV箱粒剤,24486,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,,,
ホ,ﾎｸｺｰGPｵﾘｾﾞﾘﾃﾞｨｱ箱粒剤,24505,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
G,GPｵﾘｾﾞﾘﾃﾞｨｱ箱粒剤,24506,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ホ,ﾎｸｺｰCs.ｵﾘｾﾞﾘﾃﾞｨｱ箱粒剤,24507,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
C,Cs.ｵﾘｾﾞﾘﾃﾞｨｱ箱粒剤,24508,,殺虫殺菌剤,ﾌﾙﾋﾟﾘﾐﾝ,4F,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ホ,ﾎﾜｲﾄﾘﾎﾞﾝ,24510,,植物成長調整剤,ｸﾛﾙﾀｰﾙｼﾞﾒﾁﾙ,「-（植）」,ﾃﾞｼﾙｱﾙｺｰﾙ,"「-」(H*),「-（植）」(植*）",,,,,,
ス,ｽﾀｳﾄｱﾚｽ箱粒剤,24514,,殺虫殺菌剤,ｵｷｻｿﾞｽﾙﾌｨﾙ,UN,ｲｿﾁｱﾆﾙ,P3,,,,,,
漢字,稲名人箱粒剤,24516,,殺虫殺菌剤,ｵｷｻｿﾞｽﾙﾌｨﾙ,UN,ｲｿﾁｱﾆﾙ,P3,,,,,,
フ,ﾌﾞｰﾝｱﾚｽ箱粒剤,24517,,殺虫殺菌剤,ｵｷｻｿﾞｽﾙﾌｨﾙ,UN,ｼﾞｸﾛﾍﾞﾝﾁｱｿﾞｸｽ,P8,,,,,,
カ,ｶﾞｰﾃﾞﾝｱｼｽﾄWｽﾌﾟﾚｰ,24518,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾐｸﾛﾌﾞﾀﾆﾙ,3,,,,,,
ホ,ﾎｸｺｰﾗﾌﾞｻｲﾄﾞK2ﾌﾛｱﾌﾞﾙ,24521,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾌｻﾗｲﾄﾞ,16.1,,,,,,
カ,ｶﾞｰﾃﾞﾝｱｼｽﾄﾌﾟﾗｽｽﾌﾟﾚｰ,24523,,農薬肥料,ﾌｪﾝﾌﾟﾛﾊﾟﾄﾘﾝ,3A,ﾐｸﾛﾌﾞﾀﾆﾙ,3,,,,,,
オ,ｵｰｹｽﾄﾗｽﾀｰｸﾙｴｱｰ,24530,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾍﾞﾝｽﾞﾋﾟﾘﾓｷｻﾝ,UN,,,,,,
